outcome,spec,term,estimate,se,ci_low,ci_high,z,p,std_effect,n_obs,n_groups
snippet_sufficiency,treatment_only_wide_vs_norm,cat_Arts_and_culture,0.0067726739874921105,0.053253732693718074,-0.09760272413451851,0.11114807210950273,0.12717745113651027,0.8987999518356193,0.02067947482814255,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,cat_Business_and_economy,-0.011101959661862027,0.04525406251311292,-0.09979829234168752,0.07759437301796346,-0.24532514972871436,0.8062046799623557,-0.03389838279452503,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,cat_Disasters_and_accidents,-0.01647168568052324,0.03318903078110119,-0.08152099069327284,0.04857761933222635,-0.4962990871641453,0.6196834102329896,-0.05029413936600669,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,cat_International_relations,0.04088599731991154,0.03131196630074656,-0.02048432891468359,0.10225632355450667,1.305762689165155,0.19163327192566582,0.12484004899129945,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,cat_Law_and_crime,-0.03708871765810779,0.026219587598303874,-0.08847816504027645,0.014300729724060858,-1.4145423729131053,0.15720271526744095,-0.11324555185077402,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,cat_Other_small_categories,0.02649857001316868,0.051540506324786975,-0.07451896612837267,0.12751610615471,0.5141309603399246,0.6071604327706811,0.08090992015577704,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,cat_Politics_and_elections,0.027816195857884342,0.028353636749047,-0.02775591100097912,0.0833883027167478,0.9810450808861152,0.32657051106942947,0.08493311845810626,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,cat_Sports,0.15618243282938002,0.04352652587871148,0.07087200973495489,0.24149285592380515,3.5882126973466484,0.00033295262214958843,0.4768826455042756,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,quant,-0.09698922004491985,0.018019060414973136,-0.13230592949351855,-0.06167251059632114,-5.382590313328746,7.342151766698171e-08,-0.2961439068563221,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,age30,-0.0032403833406958434,0.0039332348526955165,-0.010949381994716761,0.004468615313325074,-0.8238469000840747,0.4100265550342297,-0.009894087010714868,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,mdl_Claude_Sonnet_5,-0.005159105355910978,0.005434837645947468,-0.015811191403790465,0.005492980691968508,-0.9492657724114185,0.342485457063159,-0.01575265390602426,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,mdl_DeepSeek_V4,0.004514672686231389,0.005433256019656537,-0.00613431343108087,0.015163658803543648,0.8309331770669596,0.40601137999066195,0.013784962976904768,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,mdl_GLM_5_2,0.005159105355913259,0.005434837645947469,-0.00549298069196623,0.015811191403792748,0.9492657724118378,0.34248545706294575,0.015752653906031224,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,arm_Wide,0.005267118133936686,0.005433256019656276,-0.005381867983375062,0.015916104251248432,0.9694220399115114,0.3323346601522009,0.016082456806389093,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,ix_Claude_Sonnet_5__Wide,0.00666399625132068,0.007684902810897229,-0.008398136482728516,0.021726128985369873,0.867154265356629,0.3858574911072412,0.02034764156499019,10632,1129
snippet_sufficiency,treatment_only_wide_vs_norm,ix_DeepSeek_V4__Wide,0.006880021807367083,0.00768490281089723,-0.008182110926682114,0.02194215454141628,0.8952646476688265,0.370645633620035,0.021007247365704557,10632,1129
