outcome,spec,term,estimate,se,ci_low,ci_high,z,p,std_effect,n_obs,n_groups
snippet_sufficiency,treatment_only_wide_vs_norm,ix_GLM_5_2__Wide,0.00698462108901932,0.0076881170164975615,-0.008083811372245434,0.02205305355028407,0.9084956789850306,0.3636163956745404,0.021326627601039077,10632,1129
evidence_precision,treatment_only_wide_vs_norm,Intercept,0.06450017932182843,0.00692973072736458,0.0509181566736333,0.07808220197002357,9.307746846082466,1.3057277300410631e-20,0.5656306735864601,10519,1129
evidence_precision,treatment_only_wide_vs_norm,cat_Arts_and_culture,0.006111943841917314,0.01847064933455027,-0.030089863624869935,0.042313751308704566,0.330900323600677,0.7407197775284589,0.05359834574996817,10519,1129
evidence_precision,treatment_only_wide_vs_norm,cat_Business_and_economy,0.011693373201796977,0.015693103108905638,-0.019064543697331626,0.04245129010092558,0.7451281700405789,0.45619424093867167,0.10254437476256603,10519,1129
evidence_precision,treatment_only_wide_vs_norm,cat_Disasters_and_accidents,-0.0031409876304396146,0.011509164517123308,-0.02569853557614762,0.01941656031526839,-0.2729118717319976,0.784920960496931,-0.0275447133296735,10519,1129
evidence_precision,treatment_only_wide_vs_norm,cat_International_relations,0.02067862559314985,0.010860525286756881,-0.0006076128220801787,0.041964864008379885,1.904017075340267,0.056907960377644305,0.18134003728478312,10519,1129
evidence_precision,treatment_only_wide_vs_norm,cat_Law_and_crime,-0.013967389416146402,0.00909337709951441,-0.031790081029035945,0.0038553021967431406,-1.5359958421709208,0.12453940009551394,-0.12248623130611362,10519,1129
evidence_precision,treatment_only_wide_vs_norm,cat_Other_small_categories,0.023139263174315396,0.01787247048517295,-0.011890135291378688,0.05816866164000948,1.2946874464563696,0.19542807225011172,0.2029184593468719,10519,1129
evidence_precision,treatment_only_wide_vs_norm,cat_Politics_and_elections,0.005805217332710174,0.00983325872595554,-0.013467615620826903,0.02507805028624725,0.5903655638986613,0.5549455922524689,0.05090852497995143,10519,1129
evidence_precision,treatment_only_wide_vs_norm,cat_Sports,0.028057795697729888,0.015094089198293166,-0.001526075510359777,0.05764166690581955,1.8588598045983888,0.06304701284640508,0.24605125205423,10519,1129
evidence_precision,treatment_only_wide_vs_norm,quant,-0.046436971856216175,0.006249058064661799,-0.05868490060025287,-0.034189043112179476,-7.431035425773301,1.0775084638286321e-13,-0.4072263976087573,10519,1129
evidence_precision,treatment_only_wide_vs_norm,age30,-0.0018201573690449103,0.0013640904976877858,-0.004493725616166289,0.0008534108780764676,-1.3343376939654552,0.18209320947550622,-0.015961767075860073,10519,1129
evidence_precision,treatment_only_wide_vs_norm,mdl_Claude_Sonnet_5,0.00041860138249628844,0.0019053404153190582,-0.0033157972098176542,0.004152999974810231,0.21969899926055558,0.8261055841006244,0.003670901142215415,10519,1129
evidence_precision,treatment_only_wide_vs_norm,mdl_DeepSeek_V4,-0.006403542223993027,0.0018858315871707785,-0.010099704215755761,-0.0027073802322302937,-3.395606621267783,0.0006847669769237275,-0.05615550126495119,10519,1129
evidence_precision,treatment_only_wide_vs_norm,mdl_GLM_5_2,-0.007512845648912083,0.0018851589811208294,-0.011207689357041133,-0.003818001940783033,-3.9852583915470556,6.740673383064067e-05,-0.06588347489302429,10519,1129
evidence_precision,treatment_only_wide_vs_norm,arm_Wide,-0.01767754939495578,0.001885426622992382,-0.02137291767151383,-0.013982181118397732,-9.375888289356784,6.859569941258353e-21,-0.15502226934496083,10519,1129
evidence_precision,treatment_only_wide_vs_norm,ix_Claude_Sonnet_5__Wide,0.0028943216224397938,0.0026955582936460556,-0.0023888755513347183,0.008177518796214306,1.0737373512797928,0.2829404157051355,0.025381589727184472,10519,1129
evidence_precision,treatment_only_wide_vs_norm,ix_DeepSeek_V4__Wide,0.004929328770693185,0.0026673614993172274,-0.00029860370171734107,0.010157261243103712,1.8480167656146196,0.06459991749552893,0.04322746978709121,10519,1129
evidence_precision,treatment_only_wide_vs_norm,ix_GLM_5_2__Wide,0.005235612044125503,0.002667327246310773,7.746706373989998e-06,0.010463477381877017,1.962868279985881,0.04966148136776596,0.04591340362605588,10519,1129
token_discounted_gain,treatment_only_wide_vs_norm,Intercept,0.10179895769134702,0.013415425595409971,0.07550520668706666,0.12809270869562736,7.588201877559299,3.2437526763442036e-14,0.4548946633610407,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,cat_Arts_and_culture,0.012519131951415925,0.035758754397360426,-0.0575667387994238,0.08260500270225564,0.350099777310477,0.7262638180111737,0.055942481571163126,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,cat_Business_and_economy,0.014234216052207194,0.030387197014763462,-0.04532359568785224,0.07379202779226662,0.4684280700615978,0.6394784984361757,0.06360643631449969,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,cat_Disasters_and_accidents,-0.009430964986426132,0.022285715671503673,-0.0531101650722732,0.03424823509942093,-0.4231842999991842,0.6721608006191072,-0.042142824837927965,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,cat_International_relations,0.034923704564808665,0.021025306394701727,-0.00628513873272641,0.07613254786234375,1.6610318969529627,0.09670704072972064,0.1560586394164962,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,cat_Law_and_crime,-0.02405693299033142,0.017605888809738124,-0.0585638409732349,0.010449974992572063,-1.3664140021732452,0.1718090563533885,-0.10749982791882869,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,cat_Other_small_categories,0.023641512104471647,0.034608310758617845,-0.044189530548189415,0.0914725547571327,0.6831166152362594,0.49453315716863366,0.10564349512022292,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,cat_Politics_and_elections,0.027568396733007206,0.01903886818200587,-0.009747099210129874,0.06488389267614428,1.448006072076428,0.14761535241919835,0.12319101133911606,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,cat_Sports,0.09871653456867403,0.029227096877786116,0.041432477315550185,0.15600059182179787,3.377568938217157,0.0007312961977867557,0.44112067332691873,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,quant,-0.08389038826466748,0.012099411602558324,-0.10760479923980786,-0.0601759772895271,-6.933427097143263,4.1076564237444015e-12,-0.3748691616724348,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,age30,-0.0025181255025982213,0.00264108561046374,-0.007694558179194134,0.0026583071739976916,-0.9534433464108993,0.34036548793874466,-0.011252392743335879,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,mdl_Claude_Sonnet_5,-0.002865335987676142,0.003642903777076158,-0.010005296189890342,0.004274624214538057,-0.7865527510517716,0.4315437275927979,-0.012803923331731772,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,mdl_DeepSeek_V4,0.0026548781477332456,0.0036418398590288836,-0.004482996813425793,0.009792753108892285,0.7289936544439884,0.46600554407349015,0.011863480026380982,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,mdl_GLM_5_2,-0.0021546963542009565,0.003642903777076158,-0.009294656556415155,0.004985263848013243,-0.591477701870661,0.5542003912616239,-0.009628388098641801,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,arm_Wide,0.020408249378807725,0.0036418398590287145,0.013270374417649018,0.02754612433996643,5.60382942929584,2.0966704646397004e-08,0.09119546939870113,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,ix_Claude_Sonnet_5__Wide,-0.008584476991088719,0.0051510916792311895,-0.0186804311634458,0.001511477181268362,-1.6665354696948373,0.09560680959828878,-0.038360243165081374,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,ix_DeepSeek_V4__Wide,-0.006481556179760403,0.0051510916792311895,-0.016577510352117485,0.0036143979925966777,-1.2582878704903555,0.2082876662117672,-0.028963217142039557,10632,1129
token_discounted_gain,treatment_only_wide_vs_norm,ix_GLM_5_2__Wide,-0.0029083217876448744,0.0051532537884603335,-0.013008513616221719,0.007191870040931969,-0.5643661086821439,0.5725049989607573,-0.012996007921294753,10632,1129
temporal_grounding,treatment_only_wide_vs_norm,Intercept,0.9049177080215637,0.011952491098541757,0.8814912559428862,0.9283441601002411,75.7095487928844,0.0,3.8730773174018656,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,cat_Arts_and_culture,-0.03487392640276761,0.030148044123514055,-0.09396300708917958,0.02421515428364436,-1.156755849895005,0.24737212446852264,-0.14926154292483207,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,cat_Business_and_economy,0.03299404104212697,0.025295799119756116,-0.016584814192755017,0.08257289627700895,1.3043288684388112,0.1921214764679442,0.14121557224145187,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,cat_Disasters_and_accidents,0.034463858750398126,0.019121504965976994,-0.0030136023131205752,0.07194131981391683,1.802361205967829,0.07148859458658849,0.14750643999236226,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,cat_International_relations,-0.02528379462495321,0.017606351539825794,-0.05979160954216309,0.009224020292256673,-1.4360609901353463,0.15098498716043343,-0.10821546599397518,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,cat_Law_and_crime,-0.02076442491102776,0.014747874210037138,-0.04966972721122765,0.00814087738917213,-1.4079605382649565,0.1591427553426661,-0.08887241615331441,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,cat_Other_small_categories,0.014779159442605298,0.029516742773855582,-0.043072593335084536,0.07263091222029514,0.5007042801381161,0.6165792595628434,0.06325528465186822,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,cat_Politics_and_elections,0.0074809115808680895,0.015890829477064286,-0.023664541878645372,0.038626365040381555,0.4707691056445804,0.6378056288936382,0.03201854566499288,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,cat_Sports,0.0036146459996036647,0.024368894217472608,-0.044147509009709034,0.05137680100891636,0.14833032501786425,0.8820820841609615,0.015470802822623888,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,quant,-0.014078331238893047,0.010154602615850898,-0.033980986643277034,0.005824324165490936,-1.3863990321903268,0.1656250918162142,-0.06025571707226159,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,age30,0.01553745509666396,0.0022123543446479483,0.011201320260113268,0.019873589933214652,7.023040922107093,2.170905932969594e-12,0.06650081479409528,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,mdl_Claude_Sonnet_5,-0.031583331894205785,0.006926760926677046,-0.04515953384001209,-0.018007129948399484,-4.559610506054691,5.124858361335179e-06,-0.13517769105752586,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,mdl_DeepSeek_V4,-0.004707027600806649,0.006766908779538657,-0.01796992509537031,0.00855586989375701,-0.6955949539381195,0.4866825271873809,-0.02014623171970719,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,mdl_GLM_5_2,-0.013978257820233871,0.006792992592576007,-0.02729227864893021,-0.0006642369915375295,-2.057746660214317,0.039614458748741574,-0.05982739957504838,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,arm_Wide,-0.07536505520152594,0.00694280268572365,-0.08897269841731226,-0.06175741198573962,-10.85513424664907,1.885295648339549e-27,-0.3225648953913651,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,ix_Claude_Sonnet_5__Wide,-0.004462850749928002,0.009838569705894152,-0.02374609303286737,0.014820391533011366,-0.45360767706451977,0.650111226932824,-0.019101146830562583,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,ix_DeepSeek_V4__Wide,-0.021539065253593302,0.009618229453778116,-0.040390448578040763,-0.0026876819291458375,-2.2394002302713405,0.025129886406578428,-0.09218790209567097,9493,1121
temporal_grounding,treatment_only_wide_vs_norm,ix_GLM_5_2__Wide,-0.004656511567639376,0.009609865322947456,-0.023491501496896765,0.014178478361618015,-0.48455534090785474,0.6279917991916303,-0.019930021449435162,9493,1121
domain_entropy,treatment_only_wide_vs_norm,Intercept,0.8888724300964002,0.003854319829853703,0.8813181020449884,0.8964267581478119,230.6171955974237,0.0,10.685528497626937,10518,1129
domain_entropy,treatment_only_wide_vs_norm,cat_Arts_and_culture,0.014658405060209307,0.009653745894312924,-0.00426258920854544,0.03357939932896405,1.5184162936010834,0.12890948671239608,0.1762151684507059,10518,1129
domain_entropy,treatment_only_wide_vs_norm,cat_Business_and_economy,0.021618668718134202,0.008179659690802076,0.0055868303183681,0.0376505071179003,2.6429789912218626,0.008218013425128479,0.2598875753670589,10518,1129
domain_entropy,treatment_only_wide_vs_norm,cat_Disasters_and_accidents,0.018471426038593645,0.006015955326221999,0.006680370266596614,0.030262481810590675,3.0704061178914444,0.002137678798358402,0.22205317956120504,10518,1129
domain_entropy,treatment_only_wide_vs_norm,cat_International_relations,0.01718140009873836,0.0056819502792714305,0.006044982189419054,0.028317818008057667,3.0238561152881913,0.002495751055267786,0.20654520735251966,10518,1129
domain_entropy,treatment_only_wide_vs_norm,cat_Law_and_crime,0.0059779389407409005,0.004754377979605345,-0.0033404706681758843,0.015296348549657685,1.257354582741257,0.20862526734365694,0.07186344715566555,10518,1129
domain_entropy,treatment_only_wide_vs_norm,cat_Other_small_categories,0.02959146956266632,0.00934861699363229,0.011268516949887914,0.047914422175444726,3.16533125518162,0.001549064845996556,0.3557321394974962,10518,1129
domain_entropy,treatment_only_wide_vs_norm,cat_Politics_and_elections,-0.009494161923236719,0.005137031736689156,-0.019562559114586712,0.000574235268113274,-1.8481805077100333,0.0645762342711427,-0.11413351832819028,10518,1129
domain_entropy,treatment_only_wide_vs_norm,cat_Sports,-0.04569031534111626,0.00789791917440767,-0.061169952475763616,-0.03021067820646891,-5.785107992643259,7.246576067969234e-09,-0.5492634827138355,10518,1129
domain_entropy,treatment_only_wide_vs_norm,quant,-0.008768181788584682,0.0032665641572075625,-0.01517052988990094,-0.002365833687268424,-2.6842215142898653,0.007269892088568021,-0.10540619013701884,10518,1129
domain_entropy,treatment_only_wide_vs_norm,age30,-7.554757022706518e-05,0.0007121171168652689,-0.001471271472057493,0.0013201763316033626,-0.10608868743336024,0.9155119866124048,-0.0009081907450996399,10518,1129
domain_entropy,treatment_only_wide_vs_norm,mdl_Claude_Sonnet_5,-0.00033846241124713524,0.0022555459789754487,-0.004759251295513153,0.004082326473018882,-0.15005786377313274,0.8807189633326418,-0.0040688062969447235,10518,1129
domain_entropy,treatment_only_wide_vs_norm,mdl_DeepSeek_V4,-0.02098047505938946,0.00223331998658901,-0.025357701799057396,-0.016603248319721525,-9.394298705683157,5.7600249741472515e-21,-0.2522155672176081,10518,1129
domain_entropy,treatment_only_wide_vs_norm,mdl_GLM_5_2,-0.016314738975437334,0.002232024804729945,-0.020689427205308072,-0.011940050745566595,-7.3093896362013195,2.683585611512004e-13,-0.19612669079462153,10518,1129
domain_entropy,treatment_only_wide_vs_norm,arm_Wide,-0.04898861166864009,0.002233335335810489,-0.05336586849222932,-0.04461135484505086,-21.935179586840622,1.1996350364777203e-106,-0.5889137612105505,10518,1129
domain_entropy,treatment_only_wide_vs_norm,ix_Claude_Sonnet_5__Wide,-0.013444218750092926,0.0031920236893902094,-0.019700470219096405,-0.007187967281089448,-4.211816721404487,2.5332504937800133e-05,-0.16161889796364623,10518,1129
domain_entropy,treatment_only_wide_vs_norm,ix_DeepSeek_V4__Wide,-0.0062945429470925105,0.003158829361039032,-0.012485734728036685,-0.0001033511661483362,-1.9926821704044342,0.04629626096557298,-0.07566948390265532,10518,1129
domain_entropy,treatment_only_wide_vs_norm,ix_GLM_5_2__Wide,-0.011533087552326063,0.003157746530393684,-0.017722157024204,-0.005344018080448126,-3.6523158022085465,0.000259886003230963,-0.13864434482757138,10518,1129
compression_redundancy,treatment_only_wide_vs_norm,Intercept,0.5235454889230726,0.0027779480692394737,0.5181008107564407,0.5289901670897046,188.4648221902885,0.0,7.725212056185618,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,cat_Arts_and_culture,-0.012168383775417827,0.006828990131612883,-0.02555295848415852,0.0012161909333228676,-1.7818716297579238,0.07477016793184783,-0.17955143733453824,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,cat_Business_and_economy,-0.00040969922433311114,0.005780930144311443,-0.011740114104325476,0.010920715655659255,-0.07087081388386328,0.9435005720961042,-0.006045345541489517,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,cat_Disasters_and_accidents,-0.025814245651208673,0.00425584704749239,-0.03415555258800489,-0.017472938714412464,-6.065595253574449,1.3146582582326045e-09,-0.3809039060507622,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,cat_International_relations,-0.011101220270134686,0.004020665789472722,-0.018981580411373523,-0.003220860128895848,-2.7610402981518445,0.0057617566538932154,-0.1638048316405563,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,cat_Law_and_crime,-0.014930266946256892,0.0033635557812068577,-0.021522715137413818,-0.008337818755099966,-4.438834351930935,9.044739275372158e-06,-0.2203045975098466,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,cat_Other_small_categories,-0.007407123559070667,0.006615186591917284,-0.02037265103024081,0.005558403912099473,-1.119714985533591,0.2628352370495268,-0.10929632941331126,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,cat_Politics_and_elections,0.0019026430419895278,0.0036332941776015906,-0.005218482691348664,0.00902376877532772,0.5236688660441748,0.6005088738521348,0.028074582395561206,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,cat_Sports,-0.006417016002441664,0.005589234055985949,-0.01737171345333885,0.004537681448455523,-1.1481029311286721,0.25092607430335745,-0.09468672815569305,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,quant,-0.005568249351300868,0.002310875229879178,-0.010097481574629776,-0.00103901712797196,-2.409584593449469,0.015970693156733072,-0.08216269250834433,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,age30,0.0022804292585745954,0.0005035595507415042,0.0012934706750500774,0.0032673878420991136,4.528618820190394,5.937049198450651e-06,0.03364903332059352,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,mdl_Claude_Sonnet_5,-0.011419522475806161,0.0017929144964614532,-0.014933570316230375,-0.007905474635381948,-6.369251014671394,1.8995351159888793e-10,-0.1685015620847853,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,mdl_DeepSeek_V4,-0.024750683590448724,0.0017753560636264234,-0.028230317534891313,-0.021271049646006134,-13.941250489150805,3.5565375028838925e-44,-0.3652104417231732,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,mdl_GLM_5_2,-0.017649114149542122,0.0017743116345199652,-0.02112670105055165,-0.014171527248532595,-9.947020470458133,2.5984660305513968e-23,-0.2604227374578193,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,arm_Wide,-0.06101583244872396,0.001774982350462779,-0.06449473392882527,-0.05753693096862266,-34.3754586814994,5.867804692634989e-259,-0.9003233805350265,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,ix_Claude_Sonnet_5__Wide,-0.00827329224995455,0.002537129927188784,-0.013245975531343296,-0.003300608968565804,-3.2608863114557187,0.0011106456152602288,-0.1220771420744435,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,ix_DeepSeek_V4__Wide,-0.005927720661599333,0.0025107935864933425,-0.010848785663740437,-0.001006655659458228,-2.36089525379033,0.018230879149649253,-0.0874668965535034,10519,1129
compression_redundancy,treatment_only_wide_vs_norm,ix_GLM_5_2__Wide,-0.008005255553012588,0.002509896901883559,-0.012924563085613025,-0.003085948020412151,-3.189475849388484,0.0014253104783162058,-0.11812210785769284,10519,1129
judge,quality_on_wide_vs_norm_subset,Intercept,0.8866566809275808,0.020860102973487452,0.8457716303857484,0.9275417314694131,42.504904316843216,0.0,2.312854928624046,10632,1129
judge,quality_on_wide_vs_norm_subset,cat_Arts_and_culture,0.04118953923390445,0.053892387293031786,-0.0644375989013219,0.1468166773691308,0.7642923481927512,0.4446930442665913,0.10744342300023832,10632,1129
judge,quality_on_wide_vs_norm_subset,cat_Business_and_economy,0.04459060364567208,0.045752934376873604,-0.04508349992002472,0.13426470721136888,0.9745954932283197,0.32976095003525496,0.11631514162203381,10632,1129
judge,quality_on_wide_vs_norm_subset,cat_Disasters_and_accidents,-0.017240923362851136,0.03360048055813461,-0.08309665512003325,0.04861480839433099,-0.5131153803893184,0.6078706133987124,-0.044973162027137116,10632,1129
judge,quality_on_wide_vs_norm_subset,cat_International_relations,0.032722629811463476,0.03170097050512283,-0.029410130653543788,0.09485539027647075,1.0322280135296031,0.3019653147233393,0.08535738495514132,10632,1129
judge,quality_on_wide_vs_norm_subset,cat_Law_and_crime,0.05772542271986703,0.026541897571852473,0.0057042593976850756,0.10974658604204898,2.17487926639746,0.029639165020351285,0.15057747978042432,10632,1129
judge,quality_on_wide_vs_norm_subset,cat_Other_small_categories,0.07329326420921557,0.052199824327244085,-0.029016511471500597,0.17560303988993176,1.4040902465444203,0.160291977627124,0.1911863870285033,10632,1129
judge,quality_on_wide_vs_norm_subset,cat_Politics_and_elections,-0.011630806453492308,0.028692566848479657,-0.06786720410052036,0.04460559119353574,-0.4053595662915949,0.6852132275818485,-0.03033910261826491,10632,1129
judge,quality_on_wide_vs_norm_subset,cat_Sports,0.07631654074776832,0.0440868479346929,-0.010092093396123825,0.16272517489166047,1.7310500596644647,0.08344283639490045,0.19907264130616806,10632,1129
judge,quality_on_wide_vs_norm_subset,quant,-0.10687221624625658,0.018240211960571705,-0.14262237475935385,-0.0711220577331593,-5.859154294767683,4.652302929416112e-09,-0.2787774991099607,10632,1129
judge,quality_on_wide_vs_norm_subset,age30,-0.007987158328319468,0.0039787636813248374,-0.01578539184671215,-0.00018892480992678626,-2.0074472796182574,0.04470205886583079,-0.02083460137697096,10632,1129
judge,quality_on_wide_vs_norm_subset,mdl_Claude_Sonnet_5,-0.056167169966937866,0.009534209287710692,-0.0748538767919181,-0.03748046314195763,-5.891119889652061,3.835871247517989e-09,-0.14651275818391657,10632,1129
judge,quality_on_wide_vs_norm_subset,mdl_DeepSeek_V4,-0.042136945071485195,0.009533286801008239,-0.06082184385575241,-0.023452046287217983,-4.419980847217226,9.870964937544798e-06,-0.10991474285604032,10632,1129
judge,quality_on_wide_vs_norm_subset,mdl_GLM_5_2,-0.05745209263653069,0.009534209287710694,-0.07613879946151093,-0.03876538581155045,-6.025889604771388,1.6818195455454305e-09,-0.14986449487433381,10632,1129
judge,quality_on_wide_vs_norm_subset,arm_Wide,0.012039127163280495,0.009533286801008092,-0.006645771620986429,0.030724025947547418,1.262851670633409,0.2066424912694198,0.031404212244580364,10632,1129
judge,quality_on_wide_vs_norm_subset,ix_Claude_Sonnet_5__Wide,0.01929734302938799,0.013482755800359998,-0.007128372751666116,0.0457230588104421,1.4312610355868598,0.15235541661253654,0.05033735818488044,10632,1129
judge,quality_on_wide_vs_norm_subset,ix_DeepSeek_V4__Wide,0.012305365774225007,0.013482755800359994,-0.014120350006829091,0.03873108155527911,0.9126743787717678,0.36141382290456836,0.03209869895714745,10632,1129
judge,quality_on_wide_vs_norm_subset,ix_GLM_5_2__Wide,0.010305854180759952,0.01348463075390857,-0.01612353644172204,0.036735244803241945,0.7642666950871281,0.44470832834553886,0.026882948212509125,10632,1129
gated,quality_on_wide_vs_norm_subset,Intercept,0.36234242109486464,0.028920528761841723,0.3056592263078001,0.41902561588192916,12.528900286669236,5.1877013466431765e-36,0.7497509517104982,10632,1129
gated,quality_on_wide_vs_norm_subset,cat_Arts_and_culture,0.10169169426677573,0.0767230167620021,-0.04868265537201129,0.25206604390556275,1.32543920401654,0.1850255213087192,0.21041821249410614,10632,1129
gated,quality_on_wide_vs_norm_subset,cat_Business_and_economy,-0.06519680457689048,0.06518882515943732,-0.19296455408386617,0.06257094493008522,-1.000122404682607,0.31725127478886894,-0.1349037910943621,10632,1129
gated,quality_on_wide_vs_norm_subset,cat_Disasters_and_accidents,-0.08969445007312235,0.04781841997308733,-0.18341683101798428,0.004027930871739596,-1.8757301082637876,0.06069234940201809,-0.18559377922759687,10632,1129
gated,quality_on_wide_vs_norm_subset,cat_International_relations,0.051961718133629785,0.045114130102975096,-0.03646035206205569,0.14038378832931525,1.151783665450819,0.2494099817884461,0.10751804192698133,10632,1129
gated,quality_on_wide_vs_norm_subset,cat_Law_and_crime,0.028590137163767317,0.037776352221867725,-0.04545015265839307,0.10263042698592771,0.7568263075230766,0.4491539295950633,0.059158081693272725,10632,1129
gated,quality_on_wide_vs_norm_subset,cat_Other_small_categories,0.08690759212174573,0.07426320756241125,-0.05864562007700291,0.23246080432049437,1.1702644549618741,0.24189456146645627,0.17982727417689634,10632,1129
gated,quality_on_wide_vs_norm_subset,cat_Politics_and_elections,0.029227975685446755,0.040849051813737984,-0.05083469467209026,0.10929064604298377,0.7155117288577324,0.47429289603279734,0.06047788310438482,10632,1129
gated,quality_on_wide_vs_norm_subset,cat_Sports,0.2599840586472344,0.06271681677719611,0.1370613565389326,0.3829067607555362,4.145364385613474,3.3927375069842876e-05,0.5379532841099199,10632,1129
gated,quality_on_wide_vs_norm_subset,quant,0.07297489266476813,0.025961215266372097,0.022091845747787393,0.12385793958174887,2.810919747631902,0.0049400105886376056,0.15099803953690805,10632,1129
gated,quality_on_wide_vs_norm_subset,age30,-0.008931048552064067,0.005666301965351701,-0.020036796329681923,0.0021746992255537913,-1.5761688322782013,0.11498689935557956,-0.018479928823817205,10632,1129
gated,quality_on_wide_vs_norm_subset,mdl_Claude_Sonnet_5,-0.06516505233193236,0.008904185250879987,-0.08261693473532988,-0.04771316992853483,-7.318474458456735,2.5080574471573396e-13,-0.13483809004891353,10632,1129
gated,quality_on_wide_vs_norm_subset,mdl_DeepSeek_V4,-0.0617005267118095,0.008902181786620084,-0.07914848239741329,-0.0442525710262057,-6.930944367429674,4.180404392214825e-12,-0.12766936999382383,10632,1129
gated,quality_on_wide_vs_norm_subset,mdl_GLM_5_2,-0.06350311922562157,0.008904185250879989,-0.0809550016290191,-0.04605123682222405,-7.131828172526582,9.904447294467045e-13,-0.13139925469430438,10632,1129
gated,quality_on_wide_vs_norm_subset,arm_Wide,-0.0015048908954102117,0.008902181786620323,-0.01895284658101448,0.015943064790194052,-0.1690474235958663,0.8657593395071752,-0.0031138870730205567,10632,1129
gated,quality_on_wide_vs_norm_subset,ix_Claude_Sonnet_5__Wide,-0.00029770161840202115,0.01259100296021042,-0.024975613949651653,0.02438021071284761,-0.023643995585006676,0.9811365785466301,-0.0006159976274603368,10632,1129
gated,quality_on_wide_vs_norm_subset,ix_DeepSeek_V4__Wide,0.006317265200042731,0.012591002960210424,-0.018360647131206907,0.03099517753129237,0.5017285136066043,0.6158585044339373,0.013071545919542281,10632,1129
gated,quality_on_wide_vs_norm_subset,ix_GLM_5_2__Wide,0.0020908859546577827,0.012595074624623568,-0.02259500669219875,0.02677677860151432,0.16600822281513664,0.8681504790950086,0.004326415134297407,10632,1129
